product name,Current Price,Previous Price, Price Per Each ,Category,Amount,Units
Drumstick Vanilla,6.29,6.29,1.12,Ice Cream & Desserts,560,ml
KitKat Chunky Milk Chocolate Wafer Bars Multipack,5.29,5.29,2.70,Candy & Chocolate,196,g
Dairy Milk Milk Chocolate Chocolate Bar,2.5,2.5,2.50,Candy & Chocolate,100,g
Dairy Milk Fruit And Nut Chocolate Bar,2.5,2.5,2.50,Candy & Chocolate,100,g
Milk Chocolate Bar,1,1,1.00,Candy & Chocolate,100,g
Strawberry Twists Candy,4.49,4.49,0.99,Candy & Chocolate,454,g
"Mini Halloween Assorted Bars, 50 Mini Bars",11.49,11.49,2.28,Candy & Chocolate,505,g
KITKAT 4-Finger Milk Chocolate Bar,1.49,1.49,3.31,Candy & Chocolate,45,g
Dairy Milk Hazelnut Chocolate Bar,2.5,2.5,2.50,Candy & Chocolate,100,g
Milk Chocolate Covered Almonds,6,6,1.76,Candy & Chocolate,340,g
Dairy Milk Mini Eggs Chocolate Bar,2.5,2.5,2.50,Candy & Chocolate,100,g
"Aero Milk Chocolate Bar, Original",1.49,1.49,3.55,Candy & Chocolate,42,g
"Variety, Halloween Chocolate Candy Bars, Assorted Fun Size Bars 50 Count",14.99,14.99,2.49,Candy & Chocolate,601,g
Peanut Butter Cups Candy,1.69,1.69,3.67,Candy & Chocolate,46,g
Dark Chocolate Bar,1,1,1.00,Candy & Chocolate,100,g
Milk Chocolate Covered Almonds,8.49,8.49,1.21,Candy & Chocolate,700,g
Milk Chocolate with Hazelnuts,1,1,1.00,Candy & Chocolate,100,g
"SURPRISE® Milk Chocolate Eggs with Toys, Classic Edition, 1 egg",1.79,1.79,8.95,Candy & Chocolate,20,g
"Excel Spearmint Flavoured Sugar Free Chewing Gum, 60 Pieces, 1 Bottle",4.79,4.79,5.77,Candy & Chocolate,83,g
Coffee Crisp Original Chocolate Wafer Bar,1.49,1.49,2.98,Candy & Chocolate,50,g
EXCELLENCE Sea Salt Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
"SURPRISE® Milk Chocolate Eggs with Toys, Pink Edition, 1 egg",1.79,1.79,8.95,Candy & Chocolate,20,g
Super Nibs Cherry Candy,4.49,4.49,1.12,Candy & Chocolate,400,g
"Excel Bubblemint Flavoured Sugar Free Chewing Gum, 60 Pieces, 1 Bottle",4.79,4.79,5.77,Candy & Chocolate,83,g
"Excel Polar Ice Flavoured Sugar Free Chewing Gum, 60 Pieces, 1 Bottle",4.79,4.79,5.77,Candy & Chocolate,83,g
White Chocolate,1,1,1.00,Candy & Chocolate,100,g
"Assorted Halloween Chocolate, 120 Count",22.99,22.99,1.87,Candy & Chocolate,1.23,kg
Dark Chocolate with Almonds,1,1,1.00,Candy & Chocolate,100,g
Mixed Gummies,1,1,0.80,Candy & Chocolate,125,g
Ice Cream Cups,2.29,2.29,2.86,Candy & Chocolate,1,ea
"Peanut Free Chocolate Candy Bar, 10 Fun Size Bars",2.29,2.29,1.76,Candy & Chocolate,130,g
"Aero Miniature Milk Chocolate Bars, 9 Pack",2.29,2.29,3.47,Candy & Chocolate,66,g
"Peanut Free Chocolate Candy Bar, Full Size Bar",1.49,1.49,2.87,Candy & Chocolate,52,g
EXCELLENCE 70% Cacao Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
Pull-N-Pull Cherry Candy,4.49,4.49,1.13,Candy & Chocolate,396,g
Sugar Cones ,3.49,3.49,2.46,Candy & Chocolate,142,g
Dairy Milk Almond Chocolate Bar,2.5,2.5,2.50,Candy & Chocolate,100,g
Caramilk Original Chocolate Bar,1.29,1.29,2.58,Candy & Chocolate,50,g
Smarties Candy Coated Milk Chocolate Carton,1.49,1.49,3.31,Candy & Chocolate,45,g
Sour Patch Kids Soft Candy,2.75,2.75,1.83,Candy & Chocolate,150,g
KitKat Chunky Milk Chocolate Wafer Bar,1.49,1.49,3.04,Candy & Chocolate,49,g
"Mini Assorted KitKat, Coffee Crisp, Aero and Smarties Chocolate Bars",2.29,2.29,2.39,Candy & Chocolate,96,g
Drumstick Chocolate Cones,6.29,6.29,1.12,Ice Cream & Desserts,560,ml
Chocolatey Full Size Candy Bar,1.69,1.69,2.91,Candy & Chocolate,58,g
EXCELLENCE Caramel & Sea Salt Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
"Peanut Milk Chocolate Candy Bar, Full Size Bar",1.49,1.49,2.87,Candy & Chocolate,52,g
"Chocolate, Peanut Butter Cups Snack Sized Candy",2.29,2.29,1.85,Candy & Chocolate,124,g
Fuzzy Peach,2.75,2.75,1.79,Candy & Chocolate,154,g
Waffle Cones  ,5.29,5.29,2.58,Candy & Chocolate,1,ea
Reese Chocolate Minis Pouch,5.49,5.49,2.61,Candy & Chocolate,210,g
Reese'S Pieces With Pretzel Candy,5.49,5.49,3.23,Candy & Chocolate,170,g
Aero Peppermint Milk Chocolate Minis,5.29,5.29,3.92,Candy & Chocolate,135,g
Wine Gums Candy,3.29,3.29,1.65,Candy & Chocolate,200,g
Gummy Clusters Candy Rainbow,3.29,3.29,2.32,Candy & Chocolate,142,g
Gummies Press'D Green Apple,3.99,3.99,3.99,Candy & Chocolate,100,g
KitKat Hazelnut Crunch Wafer Bar,2.49,2.49,2.08,Candy & Chocolate,120,g
Excellence Dark Chocolate With Mango Pieces And Almond Slivers Mango & Almond Dark,4.49,4.49,4.49,Candy & Chocolate,100,g
"Fruity Lollipop Candy, 200 Pcs",6.99,6.99,0.64,Candy & Chocolate,1100,g
SWISS CLASSIC Hazelnut Dark Chocolate Bar,3.29,3.29,3.29,Candy & Chocolate,100,g
Tropical Fruits Squeeze Fruit Snacks,2.79,2.79,0.78,Chips & Snacks,360,g
Creamy Caramel Filled Hard Candy,2.99,2.99,2.21,Candy & Chocolate,135,g
Gummies 5 Flavour    ,3.29,3.29,1.83,Candy & Chocolate,180,g
Baci Dark Chocolate Praline With Hazelnuts ,7.99,7.99,6.39,Candy & Chocolate,125,g
"Swedish Berries Candy, Crème Flavour",2.75,2.75,1.79,Candy & Chocolate,154,g
Soft Éclair Caramel Candy,2.99,2.99,2.58,Candy & Chocolate,116,g
Jersey Milk Chocolate,1.29,1.29,2.87,Candy & Chocolate,45,g
"Excel Polar Ice Flavoured Sugar Free Chewing Gum, 18 Pieces, 3 Packs",4.29,4.29,5.57,Candy & Chocolate,77,g
Caramels Covered In Rich European Chocolate On The Go Pack,1.39,1.39,1.99,Candy & Chocolate,70,g
Dark Chocolate Covered Truffles,5.99,5.99,3.86,Candy & Chocolate,155,g
Twists Black,4.49,4.49,1.20,Candy & Chocolate,375,g
KitKat Pops Milk Chocolaty Snacks Pouch,5.29,5.29,3.11,Candy & Chocolate,170,g
"Caramel Cookie Chocolate Candy Bar, 10 Fun Size Bars",2.29,2.29,2.29,Candy & Chocolate,100,g
Sour Gummy Rings,1,1,0.80,Candy & Chocolate,125,g
Sprinkle Chocolatey Dipped Sugar Cones,5.29,5.29,3.53,Candy & Chocolate,150,g
Tiki Gold Hazelnut,1.49,1.49,5.32,Candy & Chocolate,28,g
KitKat Chunky Milk Chocolate Wafer Bars Multipack,5.29,5.29,2.70,Candy & Chocolate,196,g
Realfruit Tropical,3.29,3.29,1.83,Candy & Chocolate,180,g
Caramel Syrup,3.99,3.99,0.93,Candy & Chocolate,428,ml
EXCELLENCE 70% Cacao Caramel & Sea Salt Dark Chocolate Bar,5.79,5.79,5.79,Candy & Chocolate,100,g
"Gummi Candies, 40 Pack",6.99,6.99,2.18,Candy & Chocolate,320,g
Mixed Gummies,2.29,2.29,0.76,Candy & Chocolate,300,g
"CONFETTERIA RAFFAELLO Coconut Almond Specialty Bag, 8 Individually Wrapped Confections",5.99,5.99,7.49,Candy & Chocolate,80,g
Milk Chocolate Covered Peanuts,6,6,1.50,Candy & Chocolate,400,g
Sour Peach Flavoured Candy,3.29,3.29,5.48,Candy & Chocolate,60,g
Orange Cream Pop Filled Twists Candy,4.49,4.49,1.44,Candy & Chocolate,311,g
Twin Snakes Gummy Candies Sweet & Sour Share Size,3.79,3.79,2.17,Candy & Chocolate,175,g
"Juicy Fruit, Fruit Flavoured Chewing Gum, 15 Sticks, 3 Pack",4.79,4.79,1.60,Candy & Chocolate,3,ea
Dark Chocolate Peppermint Patties,2.29,2.29,1.68,Candy & Chocolate,136,g
Aero Truffle Nanaimo Pouch,5.29,5.29,3.92,Candy & Chocolate,135,g
Birthday Cake Candy Bar,2.79,2.79,2.94,Candy & Chocolate,95,g
Hazelnut in Caramel with Creamy Nougat And Chocolate Candy,3.79,3.79,3.08,Candy & Chocolate,123,g
"ROLO Smooth Caramel Filled Pieces, 4-Pack",5.29,5.29,2.54,Candy & Chocolate,208,g
Gummies Sours     ,3.49,3.49,2.13,Candy & Chocolate,164,g
"Excel Mint Variety Flavoured Sugar Free Chewing Gum, 18 Pieces, 3 Packs",4.29,4.29,5.72,Candy & Chocolate,75,g
70% Dark Chocolate Bar,6.49,6.49,2.16,Candy & Chocolate,300,g
Halloween Scary Friends,11.49,11.49,3.50,Candy & Chocolate,328,g
Gummies Press'D Green Apple,3.99,3.99,3.99,Candy & Chocolate,100,g
KitKat Hazelnut Crunch Wafer Bar,2.49,2.49,2.08,Candy & Chocolate,120,g
Realfruit Tropical,3.29,3.29,1.83,Candy & Chocolate,180,g
Caramel Syrup,3.99,3.99,0.93,Candy & Chocolate,428,ml
Orange Cream Pop Filled Twists Candy,4.49,4.49,1.44,Candy & Chocolate,311,g
"Swedish Berries Candy, Crème Flavour",2.75,2.75,1.79,Candy & Chocolate,154,g
"Jelly Beans, Assorted Flavours",6.49,6.49,2.55,Candy & Chocolate,255,g
Gummy Fish,3.99,3.99,0.80,Candy & Chocolate,500,g
COFFEE CRISP 2-Pack Wafer Bars,1.99,1.99,2.65,Candy & Chocolate,75,g
Dark Chocolate Covered Pistachios With Sea Salt,6,6,3.00,Candy & Chocolate,200,g
Rainbow Strips Z!Ng Gummy Candies Share Size,3.79,3.79,2.23,Candy & Chocolate,170,g
Candy Corn,4.79,4.79,1.28,Candy & Chocolate,375,g
"Fruity Lollipop Candy, 200 Pcs",6.99,6.99,0.64,Candy & Chocolate,1100,g
SWISS CLASSIC Hazelnut Dark Chocolate Bar,3.29,3.29,3.29,Candy & Chocolate,100,g
"Squeeze, Apple Strawberry",3.99,3.99,1.11,Chips & Snacks,360,g
Creamy Caramel Filled Hard Candy,2.99,2.99,2.21,Candy & Chocolate,135,g
Gummies 5 Flavour    ,3.29,3.29,1.83,Candy & Chocolate,180,g
Baci Dark Chocolate Praline With Hazelnuts ,7.99,7.99,6.39,Candy & Chocolate,125,g
"CONFETTERIA RAFFAELLO Coconut Almond Specialty Bag, 8 Individually Wrapped Confections",5.99,5.99,7.49,Candy & Chocolate,80,g
Milk Chocolate Covered Peanuts,6,6,1.50,Candy & Chocolate,400,g
Soft Éclair Caramel Candy,2.99,2.99,2.58,Candy & Chocolate,116,g
Jersey Milk Chocolate,1.29,1.29,2.87,Candy & Chocolate,45,g
"Excel Polar Ice Flavoured Sugar Free Chewing Gum, 18 Pieces, 3 Packs",4.29,4.29,5.57,Candy & Chocolate,77,g
Caramels Covered In Rich European Chocolate On The Go Pack,1.39,1.39,1.99,Candy & Chocolate,70,g
Dark Chocolate Covered Truffles,5.99,5.99,3.86,Candy & Chocolate,155,g
Twists Black,4.49,4.49,1.20,Candy & Chocolate,375,g
Sour Peach Flavoured Candy,3.29,3.29,5.48,Candy & Chocolate,60,g
Sour Gummy Rings,1,1,0.80,Candy & Chocolate,125,g
Tiki Gold Hazelnut,1.49,1.49,5.32,Candy & Chocolate,28,g
KitKat Chunky Milk Chocolate Wafer Bars Multipack,5.29,5.29,2.70,Candy & Chocolate,196,g
SWISS CLASSIC GRANDES Hazelnut Dark Chocolate Bar,5.79,5.79,3.86,Candy & Chocolate,150,g
Aero Truffle Nanaimo Pouch,5.29,5.29,3.92,Candy & Chocolate,135,g
Sprinkle Chocolatey Dipped Sugar Cones,5.29,5.29,3.53,Candy & Chocolate,150,g
"Tropical Chewy Candy, Bag",3.49,3.49,1.83,Candy & Chocolate,191,g
Twin Snakes Gummy Candies Sweet & Sour Share Size,3.79,3.79,2.17,Candy & Chocolate,175,g
"Juicy Fruit, Fruit Flavoured Chewing Gum, 15 Sticks, 3 Pack",4.79,4.79,1.60,Candy & Chocolate,3,ea
Dark Chocolate Peppermint Patties,2.29,2.29,1.68,Candy & Chocolate,136,g
KitKat Pops Milk Chocolaty Snacks Pouch,5.29,5.29,3.11,Candy & Chocolate,170,g
Mixed Gummies,2.29,2.29,0.76,Candy & Chocolate,300,g
"ROLO Smooth Caramel Filled Pieces, 4-Pack",5.29,5.29,2.54,Candy & Chocolate,208,g
Gummies Sours     ,3.49,3.49,2.13,Candy & Chocolate,164,g
EXCELLENCE Strawberry Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
"Hubba Bubba Mixed Fruit Flavoured Bubble Gum Variety Pack, 5 Pieces, 4 Packs",4.79,4.79,2.99,Candy & Chocolate,160,g
Dark Chocolate  Acai & Blueberry,5.49,5.49,2.34,Candy & Chocolate,235,g
Mini Cups ,2.29,2.29,5.09,Candy & Chocolate,1,ea
"5 Wintermint-Ascent Flavoured Sugar Free Chewing Gum, 15 Sticks, 3 Packs",5.29,5.29,1.76,Candy & Chocolate,3,ea
"Mini Bars, Hazelnut",4.99,4.99,3.28,Candy & Chocolate,152,g
Hershey's Dipped Pretzel,5.49,5.49,3.23,Candy & Chocolate,170,g
Soft Strawberry Liquorice,4.49,4.49,2.25,Candy & Chocolate,200,g
"Chocolate, Candy Peanut Butter Cups Family Pouch",11.49,11.49,2.87,Candy & Chocolate,400,g
"Mints, Light Chocolate",2.99,2.99,3.74,Candy & Chocolate,90,g
Original Gummies,2.75,2.75,1.83,Candy & Chocolate,150,g
"Chocolate, Milk with Butter Biscuit & Cocoa Crème",3.29,3.79,3.29,Candy & Chocolate,100,g
Sour Watermelon Soft Candy,1.79,1.79,1.79,Candy & Chocolate,100,g
Gummy Sour Worms,2.29,2.29,0.76,Candy & Chocolate,300,g
Syrup Indulgent Caramel Flavour,5.99,5.99,0.96,Candy & Chocolate,623,g
Mini Waffle Bowls ,5.29,5.29,3.92,Candy & Chocolate,1,ea
Crunch Chocolate Bar,2.49,2.49,2.49,Candy & Chocolate,100,g
"5 Strawberry-Flood Flavoured Sugar Free Chewing Gum, 15 Sticks, 3 Packs",5.29,5.29,0.12,Candy & Chocolate,45,ea
"Wild Berry Gummy Candy, Bag",3.49,3.49,2.12,Candy & Chocolate,165,g
Premium Ginger Ale,7.29,7.29,0.77,Soft Drinks,948,ml
"Peanut Milk Chocolate Candies, Sharing Bag",9.49,9.49,2.37,Candy & Chocolate,400,g
Gummy Bears,3.99,3.99,0.80,Candy & Chocolate,500,g
Vibes Sour Patch Kids Blue Raspberry,4.49,4.49,0.11,Candy & Chocolate,40,ea
KitKat Chunky Popcorn Wafer Bar,1.49,1.49,3.10,Candy & Chocolate,48,g
Old Fashioned Butterscotch Ice Cream & Dessert Topping,4.79,4.79,1.35,Candy & Chocolate,355,ml
Wafer Bar Caramel Flavour,1,1,2.44,Candy & Chocolate,41,g
Miniatures PEANUT BUTTER CUPS Candy,13.49,13.49,1.50,Candy & Chocolate,900,g
Swedish Berries  Soft Candy,8.99,8.99,1.10,Candy & Chocolate,816,g
Aero Truffle Salted Caramel Fudge Pouch,5.29,5.29,3.92,Candy & Chocolate,135,g
Black Forest Cake,2.49,2.49,2.37,Candy & Chocolate,105,g
"Peanut Butter Milk Chocolate Candies, Party Size Share Bag",15.49,15.49,1.94,Candy & Chocolate,800,g
"Mini Milk Chocolate Candies, Sharing Bag",5.29,5.29,2.65,Candy & Chocolate,200,g
Cookie N Cream Dipper Pretzel,5.49,5.49,3.23,Candy & Chocolate,170,g
Halloween Candy,4.79,4.79,1.06,Candy & Chocolate,454,g
Hershey’S Milk Chocolate Almond Stuffed With Skor Bar,2.79,2.79,3.10,Candy & Chocolate,90,g
Dark Chocolate Almond Toffee Clusters,5.29,5.29,5.29,Candy & Chocolate,100,g
Dark Chocolate with Marzipan,3.29,3.79,3.29,Candy & Chocolate,100,g
Mixed Gummies,3.99,3.99,0.80,Candy & Chocolate,500,g
Halloween Kisses,6.99,6.99,1.17,Candy & Chocolate,600,g
Realfruit Tropical,4.79,4.79,1.37,Candy & Chocolate,350,g
Realfruit Medley,11.49,11.49,1.15,Candy & Chocolate,1,kg
Original Chocolate Turtles,13.49,13.49,3.85,Candy & Chocolate,350,g
"Excel Strong Mint Flavoured Sugar Free Chewing Gum, 18 Pieces, 3 Packs",4.29,4.29,5.57,Candy & Chocolate,77,g
"Peanut Milk Chocolate Candies, Bag",1.49,1.49,3.04,Candy & Chocolate,49,g
TURTLES Minis Classic Recipe,5.29,5.29,3.73,Candy & Chocolate,142,g
"Juicy Fruit Fruit Flavoured Chewing Gum, 18 Pieces, 3 Packs",4.29,4.29,5.57,Candy & Chocolate,77,g
LINDOR Double Chocolate Truffles Bag,8.99,8.99,5.99,Candy & Chocolate,150,g
Happy-Cola Gummy Candies Share Size,3.79,3.79,2.17,Candy & Chocolate,175,g
Sweet & Sour Mix Intensely Chewy Candy,3.99,3.99,4.43,Candy & Chocolate,90,g
Milk Chocolate Sea Salt,8.99,8.99,5.99,Candy & Chocolate,150,g
LINDOR Hazelnut Milk Chocolate Truffles Bag,8.99,8.99,5.99,Candy & Chocolate,150,g
Gummies Sours Berries Flavours,3.29,3.29,1.81,Candy & Chocolate,182,g
"Coconut Milk Chocolate Minis, 10 Pack",2.29,2.29,2.29,Candy & Chocolate,100,g
Halloween Peanut Butter Shapes 35ct,12.49,12.49,2.10,Candy & Chocolate,595,g
Candy Cookies 'N' Creme,2.79,2.79,2.58,Candy & Chocolate,108,g
Raisins,1.79,1.88,1.70,Candy & Chocolate,105,g
"Sour Patch Kids, Watermelon",2.75,2.75,1.79,Candy & Chocolate,154,g
SWISS CLASSIC GRANDES Almond White Chocolate Bar,5.79,5.79,3.86,Candy & Chocolate,150,g
Sour Patch Kids Watermelon Soft Candy,3.99,3.99,1.27,Candy & Chocolate,315,g
Dark Chocolate Pomegranate,5.49,5.49,2.34,Candy & Chocolate,235,g
Suisse Milk Chocolate Bar With Honey Almond Nougat,7,7,1.75,Candy & Chocolate,400,g
"Candies, Tangy Citrus",2.99,2.99,3.32,Candy & Chocolate,90,g
"Juicy Fruit Original Flavoured Chewing Gum, 15 Pieces, 1 Pack",2.19,2.19,2.19,Candy & Chocolate,1,ea
Crispy Crunch Peanut Butter Chocolate Bar-Minis,2.79,2.79,2.43,Candy & Chocolate,115,g
"Original Gummy Candy, Bag",3.49,3.49,2.13,Candy & Chocolate,164,g
"Candy Bracelets, 40 Pieces",6.99,6.99,1.75,Candy & Chocolate,400,g
Coffee Crisp Pumpkin Spice Latte Bar,1,1,2.38,Candy & Chocolate,42,g
SWISS CLASSIC Milk Chocolate Bar,3.29,3.29,3.29,Candy & Chocolate,100,g
Misfits Gummies Mer-Bears Candy,3.29,3.29,1.81,Candy & Chocolate,182,g
SWISS CLASSIC Crunchy Milk Chocolate Bar,3.29,3.29,3.29,Candy & Chocolate,100,g
SWISS CLASSIC White Chocolate Bar,3.29,3.29,3.29,Candy & Chocolate,100,g
Chocolate Assorted Full-Sized Bars,11.99,16.49,1.88,Candy & Chocolate,638,g
Wine Gums Assorted Soft Candy,11.99,11.99,1.20,Candy & Chocolate,1,kg
PIECES Candy     ,1.79,1.79,1.70,Candy & Chocolate,105,g
Candy Snack Size Bars,19.99,19.99,1.71,Candy & Chocolate,1.17,kg
KitKat Gold Caramelized White Wafer Bar,1.49,1.49,3.31,Candy & Chocolate,45,g
"Peanut Milk Chocolate Candies, Party Size Share Bag",15.49,15.49,1.94,Candy & Chocolate,800,g
Bite Sized Pieces with Reese Peanut Butter,5.49,5.49,3.05,Candy & Chocolate,180,g
Delicious Wafer Rolls Filled With Chocolate And Hazelnut,8.99,8.99,3.00,Candy & Chocolate,300,g
EXCELLENCE Roasted Hazelnut Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
Dark Chocolate Bar 85% Cocoa Solids,6.49,6.49,2.16,Candy & Chocolate,300,g
EXCELLENCE 70% Cacao Orange & Almond Dark Chocolate Bar,5.79,5.79,5.79,Candy & Chocolate,100,g
Smarties Xxl Carton,13.99,13.99,1.40,Candy & Chocolate,1,kg
Ice Peppermint Gum,4.49,4.49,1.12,Candy & Chocolate,4,ea
Riesen Soft Chocolate Caramel Candy,2.99,2.99,2.21,Candy & Chocolate,135,g
Mints 5 Flavour     ,3.29,3.29,2.19,Candy & Chocolate,150,g
"Wild Berry Gummy Candy, Sharing Bag",5.79,5.79,2.07,Candy & Chocolate,280,g
No Sugar Added Caramel Hard Candy,2.99,2.99,4.27,Candy & Chocolate,70,g
Smarties Candy Coated Milk Chocolate Pouch,5.29,5.29,2.61,Candy & Chocolate,203,g
"Caramel Milk Chocolate Candies, Sharing Bag",5.29,5.29,2.86,Candy & Chocolate,185,g
Candy Coated Milk Chocolate Eggs,4.19,4.19,2.10,Candy & Chocolate,200,g
Tangfastics Gummy Candies Share Size,3.79,3.79,2.17,Candy & Chocolate,175,g
"Sour Chewy Candy, Full Size Bag",1.49,1.49,2.92,Candy & Chocolate,51,g
Sour Kicks Z!Ng Gummy Candies Share Size,3.79,3.79,2.17,Candy & Chocolate,175,g
Splash Strawberry Kiwi,4.49,4.49,1.50,Candy & Chocolate,3,pack
EXCELLENCE Cranberry & Nuts Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
Realfruit Medley,4.79,4.79,1.37,Candy & Chocolate,350,g
Skor Candy Bar,5.49,5.49,3.52,Candy & Chocolate,156,g
Dark Chocolate Covered Almonds,6,6,1.76,Candy & Chocolate,340,g
Lindor Milk Chocolate,1.79,1.79,4.71,Candy & Chocolate,38,g
"DoubleMint Peppermint Flavoured Chewing Gum, 15 Sticks, 1 Pack",2.19,2.19,2.19,Candy & Chocolate,1,ea
Ruby Cocoa Bean Bar,2.99,2.99,3.32,Candy & Chocolate,90,g
Coffee & Cream Chocolate Bar,3.89,3.89,3.89,Candy & Chocolate,100,g
SWISS CLASSIC White Chocolate Bar,3.29,3.29,3.29,Candy & Chocolate,100,g
Hershey’S Milk Chocolate Almond Stuffed With Skor Bar,2.79,2.79,3.10,Candy & Chocolate,90,g
Mixed Gummies,3.99,3.99,0.80,Candy & Chocolate,500,g
Halloween Kisses,6.99,6.99,1.17,Candy & Chocolate,600,g
Realfruit Tropical,4.79,4.79,1.37,Candy & Chocolate,350,g
"Candies, Tangy Citrus",2.99,2.99,3.32,Candy & Chocolate,90,g
"Juicy Fruit Original Flavoured Chewing Gum, 15 Pieces, 1 Pack",2.19,2.19,2.19,Candy & Chocolate,1,ea
Original Chocolate Turtles,13.49,13.49,3.85,Candy & Chocolate,350,g
Crispy Crunch Peanut Butter Chocolate Bar-Minis,2.79,2.79,2.43,Candy & Chocolate,115,g
Sweet & Sour Mix Intensely Chewy Candy,3.99,3.99,4.43,Candy & Chocolate,90,g
Chocolate Assorted Full-Sized Bars,11.99,16.49,1.88,Candy & Chocolate,638,g
Wine Gums Assorted Soft Candy,11.99,11.99,1.20,Candy & Chocolate,1,kg
Gummy Bears,2.29,2.29,0.76,Candy & Chocolate,300,g
"Gummy Candies, Halloween Themed",2.79,2.79,1.59,Candy & Chocolate,175,g
Splash Strawberry Kiwi,4.49,4.49,1.50,Candy & Chocolate,3,pack
KitKat Gold Caramelized White Wafer Bar,1.49,1.49,3.31,Candy & Chocolate,45,g
Candy Coffee,1.49,1.49,1.24,Candy & Chocolate,120,g
"Excel Polar Ice Flavoured Sugar Free Chewing Gum, 12 Pieces, 1 Pack",1.49,1.49,0.12,Candy & Chocolate,12,ea
Wine Gums Assorted Soft Candy,4.49,4.49,1.43,Candy & Chocolate,315,g
Sour Cherry Flavoured Candy,3.29,3.29,5.48,Candy & Chocolate,60,g
Candy Sour Big Chewy,3.29,3.29,1.94,Candy & Chocolate,170,g
Sweet & Sour Mixed Gummies,2.49,2.49,1.35,Candy & Chocolate,185,g
Candy Snack Size Bars,12.49,12.49,2.43,Candy & Chocolate,513,g
Quality Street Share Bag,6.49,6.49,3.42,Candy & Chocolate,190,g
Premium Ginger Beer,7.29,7.29,0.77,Soft Drinks,948,ml
Smarties Share Size    ,1.99,1.99,2.65,Candy & Chocolate,75,g
Candy Snack Size Bars,12.49,12.49,2.15,Candy & Chocolate,582,g
"DoubleMint Peppermint Flavoured , 15 Sticks, 3 Packs",4.79,4.79,0.11,Candy & Chocolate,45,ea
"Excel Winterfresh Flavoured Sugar Free Chewing Gum, 18 Pieces, 3 Packs",4.29,4.29,5.57,Candy & Chocolate,77,g
Wafer Bar Dark,7.49,7.49,4.57,Candy & Chocolate,164,g
Syrup Genuine Chocolate Flavour,5.99,5.99,1.15,Candy & Chocolate,523,ml
SWISS CLASSIC Gold Milk Chocolate Bar,9.49,9.49,3.16,Candy & Chocolate,300,g
RealFruit Halloween Mix Pack,11.99,11.99,2.00,Candy & Chocolate,600,g
"Juicy Fruit Chewing Gum, Mixies, 40 Pieces, 1 Bottle",4.79,4.79,4.79,Candy & Chocolate,1,ea
Toblerone Milk Chocolate Chocolate Bar,2.79,2.79,2.79,Candy & Chocolate,100,g
Haunted House Halloween Kit,20.99,20.99,2.52,Candy & Chocolate,834,g
Dark Chocolate Bar With Almonds,6.49,6.49,2.16,Candy & Chocolate,300,g
Assorted Fun Sized Candies 140 Pieces,22.99,22.99,22.99,Candy & Chocolate,1.69,kg
Pieces Candy     ,5.49,5.49,2.39,Candy & Chocolate,230,g
"SURPRISE® Milk Chocolate Eggs with Toys, Pink Edition, 3 Pack",4.79,4.79,7.98,Candy & Chocolate,60,g
EXCELLENCE Raspberry Dark Chocolate Bar,4.49,4.49,4.49,Candy & Chocolate,100,g
"BUENO Milk Chocolate and Hazelnut Cream Candy Bars, 3-pack, each Single Pack contains 2 Individually Wrapped Bars",4.79,4.79,3.71,Candy & Chocolate,129,g
KitKat Minis,8.99,8.99,2.37,Candy & Chocolate,380,g
"Chocolate, Peanut Butter Cups White Creme Thins",5.49,5.49,3.33,Candy & Chocolate,165,g
"Milk Chocolate Candy Bites, Bag",5.29,5.29,3.21,Candy & Chocolate,165,g
Gummies Original     ,3.49,3.49,2.13,Candy & Chocolate,164,g
"5 Spearmint-Rain Flavoured Sugar Free Chewing Gum, 15 Sticks, 3 Packs",5.29,5.29,1.76,Candy & Chocolate,3,ea
Kitkat Chunky Minis Cello,5.29,5.29,3.31,Candy & Chocolate,160,ea
"Fine Hazelnut Chocolate, 3 Individually Wrapped Chocolates",1.99,1.99,5.31,Candy & Chocolate,37.5,g
"Airs, Sour Fruit Gummy Candy, Sharing Bag",3.49,3.49,2.88,Candy & Chocolate,121,g
Cross Brand Fun Treats Chocolate,23.99,23.99,1.87,Candy & Chocolate,1.28,kg
Candy Peanut Butter Cups,5.49,5.49,2.98,Candy & Chocolate,184,g
Aero Bubbles Milk Chocolate Minis Pouch,13.99,13.99,1.75,Candy & Chocolate,800,g
Magic Shell Chocolate Flavoured Topping,3.79,3.79,1.85,Candy & Chocolate,205,g
"Sour Chewy Candy, Bag",3.49,3.49,2.31,Candy & Chocolate,151,g
Syrup Genuine Chocolate Flavour,5.99,5.99,1.15,Candy & Chocolate,523,ml
SWISS CLASSIC Gold Milk Chocolate Bar,9.49,9.49,3.16,Candy & Chocolate,300,g
RealFruit Halloween Mix Pack,11.99,11.99,2.00,Candy & Chocolate,600,g
"Juicy Fruit Chewing Gum, Mixies, 40 Pieces, 1 Bottle",4.79,4.79,4.79,Candy & Chocolate,1,ea
